Order to Dispatch Status Report - TAPARIA IMPEX PVT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Days Left,Image,Sales Order No,Design No,DivisionName,Party Name,Order Date,Design MRP,SO Qty,Lot Qty,Dispatch Qty,Dispatch%,SO Open?,Prod Active?,Order Value,Sale Value,Order Created By,Expected DDemoivery Date,# of Lots,# of Articles,PO Days Diff,Is FabricPORaised,Is TrimsPORaised,Fabric PO Days Diff,Trims PO Days Diff,Last Dispatch Date,Pending Qty,Ready Stock,Assorted Qty,Rejected Qty,Accesories,Accesories_Thread,Consumables,Knits -Fabric,Packing Material,Printing Chemical,Woven-Fabric,Consumption,Accesories,Accesories_Thread,Consumables,Knits -Fabric,Packing Material,Printing Chemical,Woven-Fabric,CUTTING_OutQty,CUTTING_InQty,CUTTING_OutDate,CUTTING_InDate,CUTTING_JWCost,CUTTING_JWName,Pending CUTTING,#Days CUTTING,PRINTING_OutQty,PRINTING_InQty,PRINTING_OutDate,PRINTING_InDate,PRINTING_JWCost,PRINTING_JWName,Pending PRINTING,#Days PRINTING,EMBRODIERY_OutQty,EMBRODIERY_InQty,EMBRODIERY_OutDate,EMBRODIERY_InDate,EMBRODIERY_JWCost,EMBRODIERY_JWName,Pending EMBRODIERY,#Days EMBRODIERY,STITCHING_OutQty,STITCHING_InQty,STITCHING_OutDate,STITCHING_InDate,STITCHING_JWCost,STITCHING_JWName,Pending STITCHING,#Days STITCHING,STITCH_TO_PACK_OutQty,STITCH_TO_PACK_InQty,STITCH_TO_PACK_OutDate,STITCH_TO_PACK_InDate,STITCH_TO_PACK_JWCost,STITCH_TO_PACK_JWName,Pending STITCH_TO_PACK,#Days STITCH_TO_PACK,WASHING_OutQty,WASHING_InQty,WASHING_OutDate,WASHING_InDate,WASHING_JWCost,WASHING_JWName,Pending WASHING,#Days WASHING,IRON_TO_FINISHING_OutQty,IRON_TO_FINISHING_InQty,IRON_TO_FINISHING_OutDate,IRON_TO_FINISHING_InDate,IRON_TO_FINISHING_JWCost,IRON_TO_FINISHING_JWName,Pending IRON_TO_FINISHING,#Days IRON_TO_FINISHING,PACKING_Finishing_OutQty,PACKING_Finishing_InQty,PACKING_Finishing_OutDate,PACKING_Finishing_InDate,PACKING_Finishing_JWCost,PACKING_Finishing_JWName,Pending PACKING_Finishing,#Days PACKING_Finishing,Fabric Days,Trims Days,Total Days,Ideal Days,IDemoe Days,RM Cost,JW Cost,Total Cost,Cost Per Pcs,Cost / CostSheet,GP,Cut To Ship
268,,01064/25-26,Demo-MU-KN-SANDO-0225-0525,Knits - Men,HOME2,06/05/25,199.00,1140,1140,1023,89.7,Yes,True,142500.00,119253.00,Priya Das Chowdhury,31/12/26,1,1,25,No,Yes,25,0,28/03/26,117,1200,0,0,8380,,,,1540,,,0.181,1297.6,,,59230.7,2340.8,,,1320.00,1320.00,14/05/2025,16/05/2025,1320.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,2,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1360.00,1287.00,16/05/2025,24/05/2025,16731.00,BLOCK 4 STICHING BAPI GAZI,73,8,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1200.00,1200.00,21/06/2025,23/06/2025,3600.00,TIPL BLOCK 4 2ND FLOOR FINISHING ( MUNNA DA ),0,2,147.00,147.00,24/03/2026,31/03/2026,220.50,"Bipula das (Asgar), TIPL BLOCK 4 2ND FLOOR FINISHING ( MUNNA DA )",0,7,0,39,321,19,302,62869.10,21871.50,84740.60,64.20,0.00,34512.40,77.5
268,,01065/25-26,Demo-MU-KN-SANDO-0226-0525,Knits - Men,HOME2,06/05/25,199.00,1140,1140,1023,89.7,Yes,False,142500.00,118653.00,Priya Das Chowdhury,31/12/26,1,1,25,No,Yes,25,0,28/03/26,117,1023,0,0,7550,18,,,1680,,,0.185,4226.4,1478,,65990.73,2553.6,,,1440.00,1440.00,13/05/2025,17/05/2025,1440.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,4,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1390.00,1441.00,19/05/2025,29/05/2025,18733.00,BLOCK 4 STICHING BAPI GAZI,0,10,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1380.00,1380.00,21/06/2025,30/06/2025,4140.00,TIPL BLOCK 4 2ND FLOOR FINISHING ( MUNNA DA ),0,9,147.00,147.00,24/03/2026,31/03/2026,220.50,Bipula das (Asgar),0,7,0,39,322,30,292,74248.73,24533.50,98782.23,68.60,0.00,19870.77,71
268,,01059/25-26,Demo-MU-KN-SANDO-0222-0525,Knits - Men,HOME2,06/05/25,199.00,960,960,903,94.1,Yes,True,120000.00,104853.00,Priya Das Chowdhury,31/12/26,1,1,25,No,Yes,25,0,28/03/26,57,974,0,0,7296,,,,1032,,,0.185,2106.12,,,97315,1517.04,,,960.00,1032.00,13/05/2025,16/05/2025,1032.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,3,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1064.00,1064.00,16/05/2025,29/05/2025,13832.00,BLOCK 4 STICHING BAPI GAZI,0,13,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,932.00,932.00,21/06/2025,26/06/2025,2796.00,TIPL BLOCK 4 2ND FLOOR FINISHING ( MUNNA DA ),0,5,147.00,147.00,24/03/2026,31/03/2026,220.50,"Bipula das (Asgar), TIPL BLOCK 4 2ND FLOOR FINISHING ( MUNNA DA )",0,7,0,39,322,28,294,100938.16,17880.50,118818.66,115.13,0.00,-13965.66,87.5
268,,01061/25-26,Demo-MU-KN-SANDO-0223-0525,Knits - Men,HOME2,06/05/25,199.00,1140,1140,1143,100.3,Yes,False,142500.00,133053.00,Priya Das Chowdhury,31/12/26,1,1,25,No,Yes,25,0,28/03/26,-3,1143,0,0,7934,20,,,1736,,,0.183,4816.08,1100,,131987,2638.72,,,1488.00,1488.00,13/05/2025,17/05/2025,1488.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,4,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1488.00,1491.00,19/05/2025,29/05/2025,15655.50,BLOCK 4 STICHING BAPI GAZI,0,10,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1355.00,1355.00,21/06/2025,26/06/2025,4065.00,TIPL BLOCK 4 2ND FLOOR FINISHING ( MUNNA DA ),0,5,147.00,147.00,24/03/2026,31/03/2026,220.50,"Bipula das (Asgar), TIPL BLOCK 4 2ND FLOOR FINISHING ( MUNNA DA )",0,7,0,39,322,26,296,140541.80,25036.50,165578.30,111.28,0.00,-32525.30,76.8
268,,01063/25-26,Demo-MU-KN-SANDO-0224-0525,Knits - Men,HOME2,06/05/25,199.00,1140,1140,624,54.7,Yes,False,142500.00,71100.00,Priya Das Chowdhury,31/12/26,1,1,25,No,Yes,25,0,28/03/26,516,624,0,0,6671,,,,1848,,,0.177,1254.3,,,133000,2808.96,,,1584.00,1584.00,14/05/2025,17/05/2025,1584.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,3,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1584.00,1589.00,19/05/2025,21/06/2025,16684.50,"BLOCK 4 STICHING BAPI GAZI, TAPARIA  BLOCK 4, 2ND FLOOR,( ANIL )",0,33,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1391.00,1391.00,01/07/2025,09/07/2025,4173.00,TIPL BLOCK 4 2ND FLOOR FINISHING ( MUNNA DA ),0,8,150.00,150.00,24/03/2026,31/03/2026,225.00,"Bipula das (Asgar), TIPL BLOCK 4 2ND FLOOR FINISHING ( MUNNA DA )",0,7,0,39,321,51,270,137063.26,26424.00,163487.26,103.21,0.00,-92387.26,39.4
-286,,01067/25-26,OW-Demo-WO-CA-SH-HS-RF-00625-0525,Woven,Express,08/05/25,249.00,6000,6000,2096,34.9,Yes,True,870000.00,238448.00,VISHNU SHARMA,25/06/25,1,1,,No,No,,0,08/09/25,3904,2096,0,0,30,,,,,,,2.456,13010.4,,,,2154.6,,608775.6,6000.00,1960.00,24/05/2025,07/06/2025,2940.00,TIPL- LINE NO-8,4040,14,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1960.00,1960.00,01/07/2025,01/07/2025,65660.00,TIPL- LINE NO-8,0,1,-,-,-,-,-,-,0,0,1780.00,1780.00,03/07/2025,07/07/2025,10680.00,RAZA WASHING PROCESS,0,4,1957.00,1957.00,07/07/2025,09/07/2025,8072.63,"JD ENTERPRISE, PURUSHOTTAM CHANDRAVANSHI , SHANKAR ENTERPRISE IN HOUSE",0,2,-,-,-,-,-,-,0,0,0,0,46,21,25,623940.60,87741.20,711681.80,363.10,0.00,-473233.80,106.9
-285,,01129/25-26,OW-Demo-WO-CA-SH-HS-RF-00628-0525,Woven,Express,13/05/25,249.00,2000,2232,4329,216.5,Yes,False,290000.00,499770.00,VISHNU SHARMA,26/06/25,1,1,,No,No,,0,12/01/26,-2329,4329,0,0,4800,,,,3784,,,1.123,1848,,,,6223.5,,577732.19,3732.00,3724.00,11/06/2025,11/06/2025,5586.00,DILIP,8,1,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,3724.00,3724.00,14/06/2025,28/07/2025,124754.00,TIPL- LINE NO-6,0,44,-,-,-,-,-,-,0,0,630.00,630.00,28/07/2025,01/08/2025,3780.00,RAZA WASHING PROCESS,0,4,3701.00,3701.00,12/08/2025,19/08/2025,15544.20,"JD ENTERPRISE, SHANKAR ENTERPRISE IN HOUSE",0,7,4330.00,4330.00,11/09/2025,11/09/2025,6495.00,JAMINUL MONDAL,0,1,0,0,92,57,35,585803.69,159126.80,744930.49,199.95,0.00,-245160.49,116.2
268,,01311/25-26,Demo-MU-KN-POLO-TS-HS-0269-0525,Knits - Men,Primart,20/05/25,0.00,320,320,0,0,Yes,True,46400.00,,Priya Das Chowdhury,31/12/26,1,1,28,Yes,Yes,28,28,,320,0,0,13,,,,183,,,,0.572,,,,48645,,,,320.00,320.00,10/09/2025,13/10/2025,320.00,SUPRA  INDUSTRIES,0,33,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,320.00,320.00,13/10/2025,31/10/2025,11566.40,SUPRA  INDUSTRIES,0,18,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,113,53,51,51,0,48645.00,13371.56,62016.56,193.80,0.00,-62016.56,0
268,,01308/25-26,Demo-MU-KN-POLO-TS-HS-0266-0525,Knits - Men,Primart,20/05/25,0.00,320,320,0,0,Yes,True,46400.00,,Priya Das Chowdhury,31/12/26,1,1,28,Yes,Yes,28,28,,320,0,0,0,,,,,4,,,0.528,,,,51045,328,,,320.00,320.00,10/09/2025,13/10/2025,320.00,SUPRA  INDUSTRIES,0,33,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,320.00,320.00,13/10/2025,31/10/2025,11011.20,SUPRA  INDUSTRIES,0,18,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,113,53,51,51,0,51373.00,13385.44,64758.44,202.37,0.00,-64758.44,0
268,,01306/25-26,Demo-MU-KN-POLO-TS-HS-0264-0525,Knits - Men,Primart,20/05/25,0.00,320,320,0,0,Yes,True,46400.00,,Priya Das Chowdhury,31/12/26,1,1,28,Yes,Yes,28,28,,320,0,0,12,,,,194,,,,0.606,,,,59010,,,,320.00,320.00,10/09/2025,13/10/2025,320.00,SUPRA  INDUSTRIES,0,33,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,320.00,320.00,13/10/2025,31/10/2025,11011.20,SUPRA  INDUSTRIES,0,18,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,113,53,51,51,0,59010.00,13385.44,72395.44,226.24,0.00,-72395.44,0
268,,01307/25-26,Demo-MU-KN-POLO-TS-HS-0265-0525,Knits - Men,Primart,20/05/25,0.00,320,320,0,0,Yes,True,46400.00,,Priya Das Chowdhury,31/12/26,1,1,28,Yes,Yes,28,28,,320,0,0,8,12121,,,,4620,,,0.445,2094.2,,,47310,12285,,,400.00,400.00,10/09/2025,06/10/2025,400.00,RIDHI SIDHI APPARDemoS,0,26,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,400.00,400.00,09/09/2025,30/10/2025,13715.56,RIDHI SIDHI APPARDemoS,0,51,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1.00,1.00,17/12/2025,05/03/2026,1.00,TIPL BLOCK 4 2ND FLOOR FINISHING ( MUNNA DA ),0,78,113,53,177,155,22,61689.20,14816.04,76505.24,191.26,0.00,-76505.24,0
268,,01310/25-26,Demo-MU-KN-POLO-TS-HS-0268-0525,Knits - Men,Primart,20/05/25,0.00,320,320,0,0,Yes,True,46400.00,,Priya Das Chowdhury,31/12/26,1,1,28,Yes,Yes,28,28,,320,0,0,5,,,,375,,,,1.172,,,,100125,,,,320.00,320.00,10/09/2025,13/10/2025,320.00,SUPRA  INDUSTRIES,0,33,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,320.00,320.00,13/10/2025,31/10/2025,11035.20,SUPRA  INDUSTRIES,0,18,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,113,53,51,51,0,100125.00,13529.85,113654.85,355.17,0.00,-113654.85,0
84,,01323/25-26,Demo-JB-WO-CA-SH-FS-RF-00652-0525,Woven,Raju mega amrt,20/05/25,199.00,6000,6240,0,0,Yes,True,672000.00,,MD SAMIM SK,30/06/26,1,1,34,Yes,Yes,34,52,,6000,0,0,0,32,,,,,,,0.684,20791.6,3215,,,,,350078.5,6240.00,6240.00,12/08/2025,27/08/2025,9360.00,TIPL- LINE NO-8,0,15,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,6240.00,6240.00,28/08/2025,04/09/2025,246480.00,TIPL- LINE NO-8,0,7,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,83,41,23,22,1,374085.10,255840.00,629925.10,100.95,0.00,-629925.10,0
268,,01309/25-26,Demo-MU-KN-POLO-TS-HS-0267-0525,Knits - Men,Primart,20/05/25,0.00,320,320,0,0,Yes,True,46400.00,,Priya Das Chowdhury,31/12/26,1,1,28,Yes,Yes,28,28,,320,0,0,4,,,,255,,,,0.797,,,,67905,,,,320.00,320.00,10/09/2025,27/10/2025,320.00,SUPRA  INDUSTRIES,0,47,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,320.00,320.00,27/10/2025,31/10/2025,11252.62,SUPRA  INDUSTRIES,0,4,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,113,53,51,51,0,67905.00,13487.00,81392.00,254.35,0.00,-81392.00,0
268,,01312/25-26,Demo-MU-KN-POLO-TS-HS-0270-0525,Knits - Men,Primart,20/05/25,0.00,320,320,0,0,Yes,True,46400.00,,Priya Das Chowdhury,31/12/26,1,1,28,Yes,Yes,28,28,,320,0,0,8,966,,,,,,,0.519,344.45,,,59640,,,,432.00,432.00,10/09/2025,06/10/2025,432.00,RIDHI SIDHI APPARDemoS,0,26,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,432.00,434.00,09/09/2025,30/10/2025,14762.51,RIDHI SIDHI APPARDemoS,0,51,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,113,53,51,77,-26,59984.45,16036.78,76021.23,175.98,0.00,-76021.23,0
23,,01417/25-26,Demo-IN-UP-HS-1452-0525,Knits - Kids,bangur client,24/05/25,79.00,2000,2000,1092,54.6,Yes,True,107000.00,58422.00,MALOTI RIKIASON,30/04/26,1,1,2,Yes,No,2,2,09/03/26,908,1092,0,0,10200,,,,3170,,,0.053,3171,,,53531.8,10550,,,2000.00,2016.00,05/07/2025,07/07/2025,2016.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,2,2016.00,2016.00,07/07/2025,19/07/2025,15120.00,LOKNATH PRINTING,0,12,-,-,-,-,-,-,0,0,2016.00,2015.00,19/07/2025,12/08/2025,18135.00,RUKSANA ENTERPRISE,1,24,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2015.00,2015.00,16/10/2025,16/10/2025,2015.00,4TH FLOOR IRONING,0,1,2015.00,2000.00,04/11/2025,08/11/2025,500.00,"BLOCK 4 3RD FLOOR BIKASH JI, JAMINUL MONDAL",15,4,35,0,126,43,83,67252.80,37786.00,105038.80,47.91,0.00,-46616.80,54.2
23,,01421/25-26,Demo-IN-UP-HS-1456-0525,Knits - Kids,bangur client,24/05/25,79.00,2000,2000,1092,54.6,Yes,True,107000.00,58422.00,MALOTI RIKIASON,30/04/26,1,1,2,Yes,No,2,2,09/03/26,908,1092,0,0,4200,,,,,,,0.053,1071,,,49063.5,,,,2000.00,2016.00,05/07/2025,07/07/2025,2016.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,2,2016.00,2016.00,07/07/2025,25/07/2025,16128.00,LAXMI MACHINE MANORANJAN,0,18,-,-,-,-,-,-,0,0,2016.00,2015.00,26/07/2025,12/08/2025,18135.00,RUKSANA ENTERPRISE,1,17,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2017.00,2005.00,15/10/2025,08/11/2025,501.25,JAMINUL MONDAL,12,24,35,0,126,61,65,50134.50,36780.25,86914.75,39.99,0.00,-28492.75,54.2
23,,01418/25-26,Demo-IN-UP-HS-1453-0525,Knits - Kids,bangur client,24/05/25,79.00,2000,2000,1092,54.6,Yes,True,107000.00,58422.00,MALOTI RIKIASON,30/04/26,1,1,2,Yes,No,2,2,09/03/26,908,1092,0,0,4700,,,,,,,0.052,1151,,,51152.7,,,,2000.00,2016.00,05/07/2025,07/07/2025,2016.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,2,2016.00,2016.00,07/07/2025,15/07/2025,15120.00,CHITRA TRENDS,0,8,-,-,-,-,-,-,0,0,2016.00,2016.00,19/07/2025,05/08/2025,18144.00,DINESH BARUI,0,17,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1985.00,1985.00,16/10/2025,16/10/2025,1985.00,4TH FLOOR IRONING,0,1,1985.00,1970.00,16/10/2025,08/11/2025,492.50,JAMINUL MONDAL,15,23,35,0,126,51,75,52303.70,37757.50,90061.20,41.61,0.00,-31639.20,54.2
23,,01420/25-26,Demo-IN-UP-HS-1455-0525,Knits - Kids,bangur client,24/05/25,79.00,2000,2000,1092,54.6,Yes,True,107000.00,58422.00,MALOTI RIKIASON,30/04/26,1,1,2,Yes,No,2,2,09/03/26,908,1092,0,0,4200,,,,,,,0.053,1071,,,49257.2,,,,2000.00,2016.00,05/07/2025,07/07/2025,2016.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,2,2016.00,2016.00,07/07/2025,25/07/2025,14112.00,LAXMI MACHINE MANORANJAN,0,18,-,-,-,-,-,-,0,0,2016.00,2008.00,25/07/2025,05/08/2025,18072.00,RIDHI SIDHI APPARDemoS,8,11,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2009.00,1997.00,14/10/2025,08/11/2025,499.25,JAMINUL MONDAL,12,25,35,0,126,56,70,50328.20,34699.25,85027.45,38.64,0.00,-26605.45,54.2
23,,01419/25-26,Demo-IN-UP-HS-1454-0525,Knits - Kids,bangur client,24/05/25,79.00,2000,2000,1092,54.6,Yes,True,107000.00,58422.00,MALOTI RIKIASON,30/04/26,1,1,2,Yes,No,2,2,09/03/26,908,1092,0,0,4200,,,,,,,0.055,1071,,,55163.5,,,,2000.00,2016.00,05/07/2025,07/07/2025,2016.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,2,2016.00,2016.00,07/07/2025,11/08/2025,15120.00,LAXMI MACHINE MANORANJAN,0,35,-,-,-,-,-,-,0,0,2016.00,2019.00,09/08/2025,18/08/2025,18171.00,BHAI BHAI HOSIERY (LAXMAN BISWAS),0,9,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2015.00,2000.00,15/10/2025,08/11/2025,500.00,JAMINUL MONDAL,15,24,35,0,126,70,56,56234.50,35807.00,92041.50,43.29,0.00,-33619.50,54.2
23,,01422/25-26,Demo-IN-UP-HS-1457-0525,Knits - Kids,bangur client,24/05/25,79.00,2000,2000,1097,54.9,Yes,True,107000.00,58422.00,MALOTI RIKIASON,30/04/26,1,1,2,Yes,No,2,2,09/03/26,903,1097,0,0,4200,,,,,,,0.053,1071,,,47299.8,,,,2000.00,2016.00,05/07/2025,07/07/2025,2016.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,2,2016.00,2016.00,07/07/2025,25/07/2025,16128.00,LAXMI MACHINE MANORANJAN,0,18,-,-,-,-,-,-,0,0,2016.00,2047.00,26/07/2025,09/08/2025,18423.00,DPS GARMENTS,0,14,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2016.00,2004.00,15/10/2025,08/11/2025,501.00,JAMINUL MONDAL,12,24,35,0,126,58,68,48370.80,37068.00,85438.80,39.77,0.00,-27016.80,54.4
129,,01537/25-26,Demo-UP-FS-1507-0625,Knits - Kids,Raju mega amrt,02/06/25,89.00,22002,22031,12090,54.9,Yes,True,1394926.80,766506.00,MALOTI RIKIASON,14/08/26,6,1,2,Yes,Yes,2,2,26/08/25,9912,12090,0,0,6400,130,,,8480,,,0.062,1984,11020,,607608.5,13489,,,24263.00,24384.00,09/07/2025,14/07/2025,24384.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,5,24384.00,24384.00,15/07/2025,18/07/2025,158496.00,LAXMI MACHINE MANORANJAN,0,3,-,-,-,-,-,-,0,0,24384.00,24440.00,19/07/2025,29/07/2025,261651.76,"ALI STITCHING ENTERPRISE, BARSHA GARMENTS, F A FASHION (FIROJ ALI), STORE, TAPARIA  BLOCK 4, 2ND FLOOR,( ANIL ) , TAPARIA BLOCK 24 (L SUBRATA), TAPARIA BLOCK 4 4TH FLOOR (L FIROZ)",0,10,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,18450.00,18250.00,31/07/2025,31/07/2025,29200.00,"4TH FLOOR IRONING, VOLKAN SERVICES OPC PVT. LTD.",200,1,28805.00,28805.00,31/07/2025,31/07/2025,21056.46,"BLOCK 4 3RD FLOOR BIKASH JI, JAMINUL MONDAL, RAJ SARKAR (GARMENTS FINISHING CONTRACTOR), VOLKAN SERVICES OPC PVT. LTD.",0,1,32,24,22,20,2,634101.50,492705.81,1126807.31,46.08,0.00,-360301.31,49.6
84,,01715/25-26,Demo-JB-WO-CA-SH-FS-RF-00677-0625,Woven,Raju mega amrt,09/06/25,299.00,6000,6000,0,0,Yes,True,900000.00,,MD SAMIM SK,30/06/26,1,1,5,Yes,Yes,5,5,,6000,0,0,0,30,,,,,,,0.679,20930,,,,9468,,465685,6000.00,6000.00,23/07/2025,30/07/2025,01/02/9000,TIPL- LINE NO-8,0,7,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,6000.00,6000.00,01/08/2025,14/08/2025,237000.00,TIPL- LINE NO-8,0,13,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,5773.00,5746.00,21/08/2025,21/08/2025,36774.40,SHANKAR ENTERPRISE IN HOUSE,27,1,-,-,-,-,-,-,0,0,43,52,29,21,8,496083.00,283344.02,779427.02,126.97,0.00,-779427.02,0
-66,,01712/25-26,Demo-JB-WO-CA-SH-FS-RF-00674-0625,Woven,Raju mega amrt,09/06/25,399.00,6000,6000,0,0,Yes,True,1110000.00,,MD SAMIM SK,31/01/26,1,1,9,Yes,Yes,9,9,,6000,0,0,0,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,39,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0
-266,,01749/25-26,TF-IB-UP-HS-1648-0625,Knits - Kids,Hero123,12/06/25,0.00,2000,2000,1864,93.2,Yes,False,116000.00,117464.00,MALOTI RIKIASON,15/07/25,1,1,1,Yes,No,1,1,10/09/25,136,1864,0,0,2070,10,,,615,,,0.073,1399.5,1053.6,,65062.14,1434,,,2000.00,2000.00,18/07/2025,19/07/2025,2000.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,1,2000.00,2000.00,21/07/2025,04/08/2025,14000.00,LAXMI MACHINE MANORANJAN,0,14,-,-,-,-,-,-,0,0,2000.00,2013.00,04/08/2025,07/08/2025,20130.00,BLOCK 4 STICHING BAPI GAZI,0,3,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,1981.00,1855.00,07/08/2025,14/08/2025,4637.50,VOLKAN SERVICES OPC PVT. LTD.,126,7,-,-,-,-,-,-,0,0,34,0,27,25,2,68949.24,40767.50,109716.74,52.60,0.00,7747.26,93.2
268,,01803/25-26,Demo-MU-KN-POLO-TS-HS-0390-0625,Knits - Men,Hero123,14/06/25,0.00,320,320,0,0,Yes,True,46400.00,,KARTIK DAS,31/12/26,1,1,3,Yes,No,3,3,,320,0,0,8,,,,60,,,,0.197,,,,15960,,,,320.00,304.00,10/09/2025,13/10/2025,304.00,SUPRA  INDUSTRIES,16,33,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,304.00,304.00,13/10/2025,31/10/2025,10703.50,SUPRA  INDUSTRIES,0,18,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,88,0,51,51,0,15960.00,12778.16,28738.16,94.53,0.00,-28738.16,0
268,,01805/25-26,Demo-MU-KN-POLO-TS-HS-0391-0625,Knits - Men,Primart,14/06/25,0.00,320,320,0,0,Yes,True,46400.00,,KARTIK DAS,31/12/26,1,1,3,Yes,Yes,3,3,,320,0,0,8,,,,59,,,,0.184,,,,18763,,,,320.00,320.00,10/09/2025,13/10/2025,320.00,SUPRA  INDUSTRIES,0,33,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,320.00,320.00,13/10/2025,31/10/2025,11256.18,SUPRA  INDUSTRIES,0,18,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,88,35,51,51,0,18763.00,13437.84,32200.84,100.63,0.00,-32200.84,0
